,date,type,operator,fatalities,location,country,year
5899,12-MAR-1948,Douglas C-54G (DC-4),Northwest Airlines,30.0,"Mount Sanford, AK",USA,1948
5900,13-MAR-1948,Douglas DC-3A,Cruzeiro do Sul,6.0,"Juqueri Range, SP",Brazil,1948
5901,15-MAR-1948,Douglas C-47 (DC-3),Agencia Interamericana,14.0,near ChocontA,Colombia,1948
5902,16-MAR-1948,Lisunov Li-2,Polyarnaya Aviatsiya,0.0,Vorkuta Airport ...,Russia,1948
5903,21-MAR-1948,Douglas C-47A (DC-3),Royal Indian AF,0.0,Poonch Airstrip,India,1948
5904,21-MAR-1948,Douglas C-47D (DC-3),USAF,6.0,"near Woodland, WA",USA,1948
5907,27-MAR-1948,Vickers 604 Viking 1B,Indian National Airways,19.0,Monte Cardo,France,1948
5908,05-APR-1948,Vickers 610 Viking 1B,BEA,14.0,near Berlin-Gatow,Germany,1948
5909,05-APR-1948,Curtiss R5C-1 (C-46),USMC,0.0,near Tsingtao,China,1948
5911,06-APR-1948,Douglas Dakota IV (DC-3),RAF,0.0,Oakington RAF St...,U.K.,1948
5912,06-APR-1948,Douglas Dakota IV (DC-3),RAF,0.0,Oakington RAF St...,U.K.,1948
5913,09-APR-1948,Douglas C-47 (DC-3),SCOLTA,4.0,near Buenavista,Colombia,1948
5914,10-APR-1948,Douglas DC-4-1009,Air France,1.0,Kano Internation...,Nigeria,1948
5915,10-APR-1948,Douglas C-47 (DC-3),Costa Rican Government,9.0,near Altamira,Costa Rica,1948
5916,11-APR-1948,Bristol 170 Freighter 21E,CAT,4.0,Los Barrios,Spain,1948
5918,15-APR-1948,Lockheed L-049 Constellation,Pan Am,30.0,near Shannon Airport ...,Ireland,1948
5919,18-APR-1948,Lockheed 414-56 Hudson IIIA,Guinea Air Traders,37.0,near Lae Airfield,P.N. Guinea,1948
5920,20-APR-1948,Douglas C-47A (DC-3),Philippine Air Lines,0.0,Jolo Airport (JOL),Philippines,1948
5921,21-APR-1948,Vickers 610 Viking 1B,BEA,0.0,Irish Law Mountain,U.K.,1948
5922,21-APR-1948,Douglas C-47B (DC-3),"Aeroflot, East Siberia",3.0,near Chita,Russia,1948
5923,23-APR-1948,Lisunov Li-2T,"Aeroflot, Far East",1.0,Khabarovsk Airport,Russia,1948
5924,23-APR-1948,Curtiss C-46,Israeli AF,2.0,Mexico City,Mexico,1948
5925,23-APR-1948,Lockheed P2V-2 Neptune,US Navy,0.0,near Quonset Point NA...,Atlantic Ocean,1948
5926,24-APR-1948,Douglas C-47 (DC-3),TAN,0.0,San Isidro de el...,Costa Rica,1948
5927,24-APR-1948,Lisunov Li-2T,"Aeroflot, East Siberia",28.0,near Bodaybo,Russia,1948
5929,30-APR-1948,Curtiss R5C-1 (C-46A),USMC,0.0,near Tsingtao Marine ...,China,1948
5930,01-MAY-1948,Douglas DC-6,KLM,0.0,Amsterdam-Schiph...,Netherlands,1948
5933,09-MAY-1948,Douglas DC-2-112,New Holland Airways,0.0,"Darwin Airport, ...",Australia,1948
5934,09-MAY-1948,Consolidated PBY-6A Catalina,US Navy,12.0,Caribbean,Atlantic Ocean,1948
5935,12-MAY-1948,Douglas DC-4-1009,Sabena,31.0,near Magazini,D.R. Congo,1948
5936,13-MAY-1948,Douglas C-54G (DC-4),USAF,3.0,"near Easthampton, MA",USA,1948
5938,14-MAY-1948,Vickers 615 Viking 1B,FAMA,0.0,"near JunAn Airport, ...",Argentina,1948
5939,15-MAY-1948,Douglas C-49K (DC-3),Mercury Aviation,13.0,near Vrede,South Africa,1948
5940,16-MAY-1948,Curtiss C-46E,Slick Airways,2.0,near Columbus-Port Co...,USA,1948
5941,17-MAY-1948,Douglas DC-3,Philippine Air Lines,0.0,near Cebu-Lahug Airport,Philippines,1948
5942,20-MAY-1948,Douglas C-47A (DC-3),Air Transport Charter,3.0,near Bovingdon,U.K.,1948
5944,22-MAY-1948,Douglas Dakota IV (DC-3),RAF,0.0,Ramat David,Israel,1948
5945,22-MAY-1948,Douglas C-47B (DC-3),"Aeroflot, Far East",8.0,near Magadan,Russia,1948
5947,23-MAY-1948,Curtiss C-46,Israeli AF,1.0,near Latrun,Israel,1948
5948,24-MAY-1948,Douglas C-47 (DC-3),Colombian AF,4.0,Madrid Air Base,Colombia,1948
5950,26-MAY-1948,Douglas Dakota IV (DC-3),RAF,0.0,North Luffenham ...,U.K.,1948
5951,27-MAY-1948,Douglas C-47B (DC-3),USAF,7.0,"near Banton Rouge, LA",USA,1948
5952,28-MAY-1948,Miles M.60 Marathon I,A & AEE,2.0,near Amesbury,U.K.,1948
5953,31-MAY-1948,Short Sunderland GR.5,RAF,0.0,Lough Erne,U.K.,1948
5954,31-MAY-1948,SNCASE SE.161/1 Languedoc,LOT,0.0,Reims,France,1948
5958,08-JUN-1948,Douglas C-47A (DC-3),TAP,0.0,Lisboa,Portugal,1948
5959,12-JUN-1948,Douglas C-47A (DC-3),Eagle Air Freight,0.0,"Eloy, AZ",USA,1948
5960,14-JUN-1948,SNCASE SE.161/P7 Languedoc,Air France,0.0,Coulommiers Airport,France,1948
5961,16-JUN-1948,Douglas DC-4-1009,KLM,0.0,Amsterdam-Schiph...,Netherlands,1948
5963,17-JUN-1948,Douglas DC-6,United Airlines,43.0,"near Mount Carmel, PA",USA,1948
5965,21-JUN-1948,Douglas C-47A (DC-3),T.A. Transandino,0.0,Maracaibo-Grano ...,Venezuela,1948
5966,21-JUN-1948,Lockheed P2V-2 Neptune,US Navy,0.0,Whidbey Island-N...,USA,1948
5967,26-JUN-1948,Douglas C-47B (DC-3),LAV,1.0,Caracas Airport ...,Venezuela,1948
5968,29-JUN-1948,Lockheed 18 Lodestar,SCOLTA,0.0,BogotA-Techo,Colombia,1948
5970,01-JUL-1948,Fiat G.212PW,ALI,8.0,Keerbergen Airfield,Belgium,1948
5971,02-JUL-1948,Douglas DC-3A,private,16.0,Pico de Orizaba,Mexico,1948
5972,04-JUL-1948,Douglas DC-6,SAS,32.0,Northwood,U.K.,1948
5973,04-JUL-1948,Avro 685 York C.1,RAF,7.0,Northwood,U.K.,1948
5974,04-JUL-1948,Curtiss C-46,Israeli AF,0.0,Ekron-Tel Nof Ai...,Israel,1948
5975,05-JUL-1948,Douglas C-47A (DC-3),USAF,0.0,near Wiesbaden Air Base,Germany,1948
5976,07-JUL-1948,Douglas C-47 (DC-3),Aigle Azur,19.0,Djiring,Vietnam,1948
5977,07-JUL-1948,Douglas C-47A (DC-3),USAF,2.0,"Greenville AFB, NC",USA,1948
5978,08-JUL-1948,Douglas C-47A (DC-3),USAF,3.0,near Wiesbaden,Germany,1948
5979,08-JUL-1948,Douglas C-47A (DC-3),Argentine Navy,5.0,near Coronel Pringles...,Argentina,1948
5980,10-JUL-1948,Curtiss C-46D,Interamericano,0.0,near Maiquetia-La Gloria,Venezuela,1948
5981,12-JUL-1948,Douglas DC-4-1009,Air France,0.0,Paris-Orly Airpo...,France,1948
5983,14-JUL-1948,Douglas C-47A (DC-3),Aerovias Brasil,5.0,"BelAm, PA",Brazil,1948
5984,14-JUL-1948,Douglas C-47B (DC-3),BOAC,6.0,near Toulon,France,1948
5985,14-JUL-1948,Short Sunderland GR.5,RAF,0.0,Singapore-Seleta...,Singapore,1948
5987,16-JUL-1948,Consolidated PBY-5A Catalina,"Cathay Pacific, opf MATCO",25.0,near Kau Chau Island,China,1948
5988,20-JUL-1948,Douglas C-47B (DC-3),French AF,0.0,"near Marseille, France",Mediterranean Sea,1948
5989,20-JUL-1948,SNCAC NC.211 Cormoran,SNCAC,5.0,near Villacoublay Air...,France,1948
5990,22-JUL-1948,Douglas C-47A (DC-3),Ethiopian Air Lines,0.0,Gore Airport (GOR),Ethiopia,1948
5991,22-JUL-1948,Douglas C-47B (DC-3),French AF,5.0,near Hoa Binh,Vietnam,1948
5992,24-JUL-1948,Douglas C-47 (DC-3),Rimouski Airlines,26.0,"Cap des Rosiers, QC",Canada,1948
5993,24-JUL-1948,Douglas Dakota IV (DC-3),RAF,0.0,Fassberg Air Base,Germany,1948
5994,25-JUL-1948,Douglas C-47B (DC-3),USAF,2.0,near Berlin-Tempelhof...,Germany,1948
5995,27-JUL-1948,Lockheed C-60A Lodestar,Air Transport,0.0,Wadi Halfa Airpo...,Sudan,1948
5996,27-JUL-1948,Avro 685 York C.1,RAF,0.0,Abingdon RAF Sta...,U.K.,1948
5997,28-JUL-1948,PBV-1A Canso A (PBY-5A),RCAF,1.0,"Kittigazuit, NWT",Canada,1948
5998,29-JUL-1948,Curtiss C-46D,Civil Air Transport,19.0,Qingdao Airport ...,China,1948
5999,29-JUL-1948,Short S.25 Sandringham 2,ALFA,20.0,near Buenos Aires,Argentina,1948
6000,30-JUL-1948,Douglas C-47A (DC-3),BEA,0.0,near Sywell,U.K.,1948
6001,31-JUL-1948,Naval Aircraft Factory PBN-1 Nomad,"Aeroflot, Krasnoyarsk",3.0,Turukhansk Airpo...,Russia,1948
6002,01-AUG-1948,Avro 691 Lancastrian XPP,Onzeair,4.0,Karachi-Mauripur...,Pakistan,1948
6003,01-AUG-1948,LatAcoA re 631,Air France,52.0,"near Dakar, Senegal",Atlantic Ocean,1948
6004,01-AUG-1948,Douglas Dakota IV (DC-3),RAF,0.0,Berlin-RAF Gatow...,Germany,1948
6005,04-AUG-1948,Curtiss R5C-1 (C-46),USMC,0.0,MCAS Cherry Poin...,USA,1948
6006,05-AUG-1948,Douglas R4D-6 (DC-3),US Navy,10.0,"near Miami NAS, FL",USA,1948
6007,09-AUG-1948,Douglas C-47B (DC-3),New Zealand National Airways,2.0,Rununder Point,New Zealand,1948
6008,10-AUG-1948,Curtiss C-46F,Skyways Int.,0.0,"Pyote AFB, TX",USA,1948
6009,11-AUG-1948,Avro 685 York C.1,RAF,0.0,Desford RAF Station,U.K.,1948
6010,11-AUG-1948,Short Sunderland GR.5,RAF,0.0,Belfast,U.K.,1948
6011,12-AUG-1948,Canadair DC-4M1 North Star,TCAL,0.0,"Sydney Airport, ...",Canada,1948
6012,13-AUG-1948,Douglas C-54G (DC-4),USAF,0.0,Berlin-Tempelhof...,Germany,1948
6013,13-AUG-1948,Fairchild C-82A Packet,USAF,0.0,"Gadsden, AL",USA,1948
6014,19-AUG-1948,Douglas Dakota IV (DC-3),RAF,5.0,Batu Melintang,Malaysia,1948
6015,19-AUG-1948,Douglas DC-3,Qantas,0.0,Brisbane-Archerf...,Australia,1948
6016,20-AUG-1948,Douglas C-47A (DC-3),AVENSA,3.0,"near Coro, FalcA3n",Venezuela,1948
6017,24-AUG-1948,Douglas C-47A (DC-3),USAF,2.0,near Ravolzhausen,Germany,1948
6018,24-AUG-1948,Douglas C-47A (DC-3),USAF,2.0,near Ravolzhausen,Germany,1948
6019,24-AUG-1948,Douglas C-47 (VC-117B) (DC-3),USAF,9.0,"near Newton, NJ",USA,1948
6020,27-AUG-1948,Avro 691 Lancastrian C.1,BOAC,0.0,Tengah RAF Stati...,Singapore,1948
6023,29-AUG-1948,Martin 2-0-2,Northwest Airlines,37.0,"near Winona, WI",USA,1948
6024,29-AUG-1948,SNCASE SE.161/P7 Languedoc,Air France,0.0,Paris-Le Bourget...,France,1948
6025,31-AUG-1948,Douglas C-47A (DC-3),Sabena,13.0,near Kimbwe,D.R. Congo,1948
6026,02-SEP-1948,Douglas C-47A (DC-3),ANA,13.0,"near Quirindi, NSW",Australia,1948
6027,02-SEP-1948,Ilyushin Il-12,"Aeroflot, Moscow",1.0,Novosibirsk-Seve...,Russia,1948
6028,03-SEP-1948,Douglas DC-4,TAP,0.0,Lisboa Airport (...,Portugal,1948
6029,04-SEP-1948,Lisunov Li-2,"Aeroflot, Moscow",6.0,Moskva-Bykovo Ai...,Russia,1948
6030,05-SEP-1948,Short S.25 Sunderland 3,BOAC,0.0,Surabaya,Indonesia,1948
6031,06-SEP-1948,PB2B-1 Catalina IVB,Norwegian AF,13.0,"FA rdesveten, Ho...",Norway,1948
6032,07-SEP-1948,Douglas C-47 (DC-3),Superior Oil Corp.,0.0,Roma-Ciampino Ai...,Italy,1948
6033,07-SEP-1948,Douglas C-47A (DC-3),USAF,3.0,"near Wetaskiwin, AB",Canada,1948
6034,08-SEP-1948,Lockheed 18 Lodestar,Universal Transportes AAreos - UTA,0.0,"Barbacena, MG",Brazil,1948
6035,09-SEP-1948,Ilyushin Il-12,Aeroflot,4.0,near Buguruslan-Bayma...,Russia,1948
6036,12-SEP-1948,Douglas C-47B (DC-3),TAE,0.0,Tetovo,North Macedonia,1948
6037,16-SEP-1948,Lisunov Li-2T,Polyarnaya Aviatsiya,7.0,near Cape Medynski Za...,Russia,1948
6038,19-SEP-1948,Avro 685 York C.1,RAF,5.0,Wunstorf RAF Sta...,Germany,1948
6039,20-SEP-1948,Douglas DC-3-178,Colonial Airlines,0.0,Burlington Inter...,USA,1948
6040,22-SEP-1948,Douglas C-54A (DC-4),Guest Aerovias Mexico,0.0,Santa Maria-Vila...,Portugal,1948
6041,23-SEP-1948,Avro 685 York C.1,RAF,0.0,Wunstorf RAF Sta...,Germany,1948
6042,28-SEP-1948,Douglas DC-4,TWA,0.0,New York-La Guar...,USA,1948
6043,28-SEP-1948,PB2B-2 Catalina,RAAF,7.0,Lord Howe Island...,Australia,1948
6044,29-SEP-1948,Lisunov Li-2T,Maszovlet,0.0,BudaArs Airport,Hungary,1948
6045,30-SEP-1948,Lisunov Li-2,"Aeroflot, Kazakstan",15.0,near Balkhash Airport...,Kazakhstan,1948
6046,01-OCT-1948,Douglas C-47A (DC-3),Indonesian AF,6.0,"Mount Punggur, L...",Indonesia,1948
6047,02-OCT-1948,Short S.25 Sandringham 5,DNL,19.0,Trondheim-Hommelvik,Norway,1948
6048,02-OCT-1948,Handley Page Hastings C.1,RAF,0.0,Dishforth RAF St...,U.K.,1948
6049,04-OCT-1948,Douglas C-47B (DC-3),New England Air Express,0.0,Haines Bay,Bahamas,1948
6050,04-OCT-1948,Douglas DC-3A-447,SCOLTA,0.0,near Rionegro,Colombia,1948
6051,07-OCT-1948,Douglas C-47A (DC-3),L.A. Paulistas,0.0,Campina Grande A...,Brazil,1948
6053,08-OCT-1948,Vickers 604 Viking 1B,Indian National Airways,0.0,Delhi-Palam Airp...,India,1948
6054,10-OCT-1948,Avro 685 York C.1,RAF,0.0,Berlin-R.A.F. Ga...,Germany,1948
6055,12-OCT-1948,Douglas C-47 (DC-3),Mercury Aviation,0.0,near Wadi Halfa,Sudan,1948
6056,12-OCT-1948,Douglas Dakota IV (DC-3),RAF,0.0,BA14ckeburg RAF S...,Germany,1948
6057,12-OCT-1948,Ilyushin Il-12,"Aeroflot, Uzbekistan",10.0,near Yevlakh,Azerbaijan,1948
6058,12-OCT-1948,Lisunov Li-2T,"Aeroflot, East Siberia",4.0,"near Parshino, Kirens...",Russia,1948
6059,13-OCT-1948,Consolidated 32-2 Liberator II,Scottish Airlines,0.0,Liverpool Intern...,U.K.,1948
6060,17-OCT-1948,Fairchild C-82A Packet,USAF,4.0,"near Clinton, LA",USA,1948
6061,18-OCT-1948,Douglas C-54D (DC-4),USAF,3.0,near Frankfurt,Germany,1948
6062,20-OCT-1948,Lockheed L-049 Constellation,KLM,40.0,near Glasgow-Prestwic...,U.K.,1948
6063,24-OCT-1948,Douglas C-47A (DC-3),Israeli AF,5.0,Ekron-Tel Nof Ai...,Israel,1948
6064,24-OCT-1948,Curtiss C-46,Transandina Ecuador,8.0,near Cozumel,Mexico,1948
6065,24-OCT-1948,Douglas C-47D (DC-3),USAF,3.0,Rantoul-Chanute ...,USA,1948
6067,25-OCT-1948,Lisunov Li-2,"Aeroflot, Georgia",18.0,near Samurskaya,Russia,1948
6068,27-OCT-1948,Douglas C-54A (DC-4),Northwest Airlines,2.0,"near Edmonton, AB",Canada,1948
6069,29-OCT-1948,Lockheed 14-08 Super Electra,R.A. Brand & Co.,4.0,near Elba [Tyrrhenian...,Italy,1948
6070,30-OCT-1948,Douglas Dakota IV (DC-3),RAF,0.0,LA14beck-Blankens...,Germany,1948
6071,31-OCT-1948,Lockheed C-60A Lodestar,Israeli AF,0.0,Herzlia Airfield,Israel,1948
6072,??-OCT-1948,Douglas DC-5-511,Israeli AF,0.0,Ramat David Air ...,Israel,1948
6073,01-NOV-1948,Lisunov Li-2,Polyarnaya Aviatsiya,6.0,near Mys Kosistyy,Russia,1948
6074,02-NOV-1948,Douglas C-47B (DC-3),USAF,5.0,near Wiesbaden,Germany,1948
6075,04-NOV-1948,Douglas C-47A (DC-3),Pacific Alaska Air Express,17.0,"near Cape Spencer, AK",USA,1948
6076,04-NOV-1948,Lockheed P2V-2 Neptune,US Navy,9.0,"Mount Guemes, Va...",Canada,1948
6077,05-NOV-1948,Douglas Dakota IV (DC-3),RAF,0.0,Berlin-R.A.F. Ga...,Germany,1948
6078,08-NOV-1948,Douglas DC-3-232,ANA,3.0,"Mount Macedon, VIC",Australia,1948
6079,10-NOV-1948,Douglas C-47 (DC-3),Avianca,2.0,BogotA,Colombia,1948
6080,10-NOV-1948,Avro 685 York C.1,RAF,0.0,Wunstorf RAF Sta...,Germany,1948
6081,12-NOV-1948,Douglas Dakota IV (DC-3),RAF,3.0,near Rawang,Malaysia,1948
6083,13-NOV-1948,Consolidated 32-2 Liberator II,BOAC,0.0,Prestwick-Heathf...,U.K.,1948
6084,15-NOV-1948,Douglas DC-6,Philippine Air Lines,0.0,Wake Island Airp...,Micronesia,1948
6085,15-NOV-1948,Douglas R5D-3 (C-54D),US Navy,0.0,Berlin-Tempelhof...,Germany,1948
6086,17-NOV-1948,Douglas Dakota IV (DC-3),RAF,4.0,Berlin-SchAneberg,Germany,1948
6087,18-NOV-1948,Lisunov Li-2,"Aeroflot, Tajikistan",4.0,near Leninabad,Tajikistan,1948
6089,19-NOV-1948,Douglas C-47D (DC-3),USAF,5.0,near Georgetown,Guyana,1948
6090,20-NOV-1948,Douglas C-47 (DC-3),Mercury Aviation,0.0,Paris-Orly Airpo...,France,1948
6091,21-NOV-1948,Douglas C-47 (DC-3),Indian Overseas Airlines,0.0,Bombay-Santacruz...,India,1948
6092,22-NOV-1948,Avro 691 Lancastrian C.3,Flight Refuelling,7.0,Conholt Park,U.K.,1948
6093,22-NOV-1948,Lisunov Li-2,"Aeroflot, Yakutsk",23.0,"near Ryzhovo, Sakha",Russia,1948
6094,23-NOV-1948,SNCASE SE.161/P7 Languedoc,Air France,1.0,Toulouse,France,1948
6095,24-NOV-1948,Douglas C-47A (DC-3),TCA,0.0,Fazenda Boa Espe...,Brazil,1948
6096,25-NOV-1948,Lockheed L-049 Constellation,TWA,0.0,Los Angeles Muni...,USA,1948
6097,26-NOV-1948,Douglas C-47A (DC-3),Pakistan Airways,21.0,Vehari,Pakistan,1948
6098,02-DEC-1948,Avro 685 York C.1,RAF,0.0,Berlin-R.A.F. Ga...,Germany,1948
6099,02-DEC-1948,Short Sunderland V,RAF,0.0,"RAF Wig Bay, Wig...",U.K.,1948
6100,03-DEC-1948,Douglas DC-6,American Airlines,0.0,"near Cambray, NM",USA,1948
6101,03-DEC-1948,Douglas C-47D (DC-3),USAF,4.0,"near Muroc, CA",USA,1948
6102,04-DEC-1948,Douglas C-47A (DC-3),CSA,0.0,Praha-Ruzyne Int...,Czech Rep.,1948
6103,05-DEC-1948,Curtiss C-46,Central Air Transport,9.0,Shanghai-Jiangwa...,China,1948
6104,05-DEC-1948,Douglas C-54D (DC-4),USAF,3.0,near Fassberg,Germany,1948
6105,05-DEC-1948,Douglas C-54D (DC-4),USAF,4.0,near Hawaii,Pacific Ocean,1948
6106,06-DEC-1948,Douglas C-47 (DC-3),ALI,7.0,Milano-Linate Ai...,Italy,1948
6107,07-DEC-1948,Douglas C-47 (DC-3),private,0.0,Maracaibo-Grano ...,Venezuela,1948
6109,09-DEC-1948,Convair CV-240-2,Pan Am,0.0,Havana-Rancho Bo...,Cuba,1948
6110,09-DEC-1948,Douglas C-47A (DC-3),USAF,0.0,within Greenland,Greenland,1948
6111,11-DEC-1948,Douglas R5D-3 (DC-4),US Navy,1.0,near KAnigstein im T...,Germany,1948
6113,12-DEC-1948,Douglas C-54A (DC-4),Peruvian Int. Airways,0.0,Antofagasta-Cerr...,Chile,1948
6114,14-DEC-1948,Avro 685 York C.1,RAF,0.0,Berlin-R.A.F. Ga...,Germany,1948
6115,14-DEC-1948,Avro 685 York C.1,RAF,0.0,Berlin-R.A.F. Ga...,Germany,1948
6116,14-DEC-1948,Fairchild C-82A Packet,USAF,0.0,Berlin-Tempelhof...,Germany,1948
6118,15-DEC-1948,Douglas C-47B (DC-3),Faucett PerAo,0.0,Playa Viru,Peru,1948
6119,15-DEC-1948,Douglas C-47A (DC-3),LANSA,30.0,near BogotA,Colombia,1948
6120,16-DEC-1948,Fairchild C-82A Packet,USAF,4.0,near Greenville-Donal...,USA,1948
6122,21-DEC-1948,Douglas C-54B (DC-4),CNAC,35.0,Basalt Island,Hong Kong,1948
6123,21-DEC-1948,Lisunov Li-2,Soviet Ministry of Internal Affairs,19.0,Raiiz mountain r...,Russia,1948
6124,21-DEC-1948,Douglas C-47A (DC-3),CSA,24.0,near Pilos,Greece,1948
6125,23-DEC-1948,Douglas C-47 (DC-3),Iberia,27.0,near Gandesa,Spain,1948
6126,23-DEC-1948,Ilyushin Il-12B,"Aeroflot, Uzbekistan",4.0,"Valuyevo, Moskov...",Russia,1948
6127,23-DEC-1948,Douglas TS-62 (DC-3),"Aeroflot, Moscow",8.0,"Valuyevo, Moskov...",Russia,1948
6129,24-DEC-1948,Consolidated 16 Commodore,ALFA,0.0,"Puerto Nuevo, BA",Argentina,1948
6130,24-DEC-1948,Macchi M.C.94-II,ALFA,0.0,"Puerto Nuevo, BA",Argentina,1948
6131,24-DEC-1948,Macchi M.C.94-II,ALFA,0.0,"Puerto Nuevo, BA",Argentina,1948
6132,24-DEC-1948,Macchi M.C.94-II,ALFA,0.0,"Puerto Nuevo, BA",Argentina,1948
6134,28-DEC-1948,Douglas DST-144 (DC-3),Airborne Transport,32.0,"near Florida, USA [Gu...",Atlantic Ocean,1948
6135,29-DEC-1948,Douglas DC-3-232,ANA,0.0,"near Mangalore, VIC",Australia,1948
6137,29-DEC-1948,Consolidated Catalina IIA (PBY-5A),Indonesian AF,1.0,"Jambi, Sumatra",Indonesia,1948
6138,30-DEC-1948,Douglas TS-62 (DC-3),"Aeroflot, Moscow",3.0,near Minsk,Belarus,1948
6139,31-DEC-1948,Douglas C-47A (DC-3),Pan African Air Charter,13.0,Monte Argentario,Italy,1948
6145,02-JAN-1949,Douglas C-47A (DC-3),Seattle Air Charter,14.0,Seattle-Boeing F...,USA,1949
6148,04-JAN-1949,Douglas VC-47D (DC-3),USAF,8.0,"near Weimar, CA",USA,1949
6150,05-JAN-1949,Avro 685 York I,BSAA,3.0,"Caravelas Bay, BA",Brazil,1949
6151,06-JAN-1949,Douglas C-47A (DC-3),Coastal Cargo,2.0,"Brandywine, MD",USA,1949
6153,07-JAN-1949,Douglas C-54G (DC-4),USAF,6.0,near Garstang,U.K.,1949
6155,07-JAN-1949,Douglas C-47A (DC-3),USAF,3.0,"near Mineral, WA",USA,1949
6156,08-JAN-1949,Douglas C-47A (DC-3),Air AlgArie,0.0,Lyon-Bron Airpor...,France,1949
6157,09-JAN-1949,Lisunov Li-2,"Aeroflot, Uralsk",3.0,near Kazan,Russia,1949
6158,11-JAN-1949,Lockheed 18 Lodestar,SAVAG - ViaAAo AArea Gaucha,8.0,near Pelotas-Federal ...,Brazil,1949
6159,12-JAN-1949,Douglas C-54D (DC-4),USAF,3.0,near Frankfurt Rhein-...,Germany,1949
6160,14-JAN-1949,Fairchild C-82A Packet,USAF,3.0,near Fayetteville-Pop...,USA,1949
6161,15-JAN-1949,Douglas C-47A (DC-3),Pan African Air Charter,0.0,Ras-el-Tin,Egypt,1949
6162,16-JAN-1949,Douglas C-47B (DC-3),Dalmia Jain Airways,13.0,near Banihal Pass,India,1949
6163,17-JAN-1949,Curtiss C-46A,ANDES,0.0,Rio Yavari,Peru,1949
6164,17-JAN-1949,Avro 688 Tudor 4B,BSAA,20.0,western Atlantic,Atlantic Ocean,1949
6165,17-JAN-1949,Beech 34 Twin Quad,Beechcraft,1.0,Wichita-Beech Ai...,USA,1949
6166,17-JAN-1949,Douglas Dakota III (DC-3),RCAF,0.0,"near Churchill, MB",Canada,1949
6167,18-JAN-1949,Douglas C-54G (DC-4),USAF,1.0,near Fassberg,Germany,1949
6169,20-JAN-1949,Douglas C-47A (DC-3),Alaska Airlines,5.0,"near Homer, AK",USA,1949
6170,21-JAN-1949,Lockheed P2V-2 Neptune,US Navy,0.0,Roosevelt Roads-...,Puerto Rico,1949
6172,23-JAN-1949,Douglas R4D-6 (DC-3),US Navy,5.0,"near Toledo, OH",USA,1949
6173,24-JAN-1949,Douglas Dakota IV (DC-3),RAF,8.0,near Utecht,Germany,1949
6174,26-JAN-1949,Curtiss C-46F,"USAF, op.for Pan Am",0.0,Asmara Internati...,Eritrea,1949
6175,27-JAN-1949,Douglas C-47 (DC-3),United Airlines,0.0,"Alameda, CA",USA,1949
6176,29-JAN-1949,Lisunov Li-2T,"Aeroflot, Northern",3.0,Nizhnyaya Pesha ...,Russia,1949
6177,30-JAN-1949,Lockheed L-749A Constellation,Pan Am,0.0,"near Port Washington, NY",USA,1949
6179,01-FEB-1949,Avro 685 York I,BOAC,0.0,Tripoli-Castel B...,Libya,1949
6180,04-FEB-1949,Douglas C-54A (DC-4),Skyways,1.0,near Tripoli-Castel B...,Libya,1949
6181,05-FEB-1949,Consolidated PBY-5A Catalina,Avianca,5.0,Buenaventura Bay,Colombia,1949
6182,05-FEB-1949,Douglas C-47A (DC-3),USAF,7.0,near Ahwaz,Iran,1949
6183,06-FEB-1949,Douglas C-47A (DC-3),AECA,2.0,Guayaquil,Ecuador,1949
6184,07-FEB-1949,Junkers Ju-52/3m,MAP Tyumen No. 26,1.0,"near Mezenka, Beloyar...",Russia,1949
6185,08-FEB-1949,Vickers 628 Viking 1B,SAS,27.0,near BarsebAck [Are...,Sweden,1949
6186,10-FEB-1949,Douglas C-47B (DC-3),Faucett PerAo,16.0,near HuAnuco,Peru,1949
6187,10-FEB-1949,Douglas DC-3,Lutheran Mission,0.0,Paiyang,China,1949
6188,15-FEB-1949,Douglas R5D-2 (C-54B),US Navy,0.0,Oberpfaffenhofen...,Germany,1949
6189,15-FEB-1949,Douglas C-54M (DC-4),USAF,0.0,Celle RAF Statio...,Germany,1949
6191,17-FEB-1949,Douglas C-47D (DC-3),USAF,8.0,near San Antonio de l...,Argentina,1949
6192,19-FEB-1949,Douglas Dakota C.3 (DC-3),BEA,10.0,near Exhall,U.K.,1949
6193,21-FEB-1949,Short S.25 Sunderland 3,BOAC,0.0,"Hythe, Hampshire",U.K.,1949
6195,24-FEB-1949,Douglas C-47A (DC-3),Cathay Pacific,23.0,"North Point, Hon...",Hong Kong,1949
6198,28-FEB-1949,Douglas C-47B (DC-3),USAF,9.0,Cerro Colorado,Mexico,1949
6199,01-MAR-1949,Fairchild C-82A Packet,USAF,0.0,"near BraganAa, PA",Brazil,1949
6200,02-MAR-1949,Douglas C-54B (DC-4),TWA,0.0,"Gander Airport, ...",Canada,1949
6201,04-MAR-1949,Douglas C-54E (DC-4),USAF,1.0,near Bad Langensalza,Germany,1949
6202,05-MAR-1949,Curtiss C-46D,USAF,6.0,near Okinawa-Naha AFB...,Japan,1949
6203,09-MAR-1949,Douglas C-54D (DC-4),USAF,0.0,near Celle,Germany,1949
6204,10-MAR-1949,Lockheed 18 Lodestar,Queensland Airlines,21.0,Coolangatta Airp...,Australia,1949
6206,11-MAR-1949,Boeing B-17G,IGN,5.0,near Nkolafamba,Cameroon,1949
