,date,type,operator,fatalities,location,country,year
21294,18-MAR-2010,Antonov An-26B,"EXIN, op.for DHL Airways",0.0,near Tallinn-Alemist...,Estonia,2010
21295,21-MAR-2010,Learjet 35A,Bluegrass Aviation Partners,0.0,Jeffersonville-C...,USA,2010
21296,22-MAR-2010,Embraer EMB-120ER Brasilia,Airnorth,2.0,"Darwin Airport, ...",Australia,2010
21297,22-MAR-2010,Tupolev Tu-204-100,Aviastar-TU,0.0,near Moskva-Domodedov...,Russia,2010
21298,24-MAR-2010,Boeing 727-225F,Cargojet Airways,0.0,Moncton/Greater ...,Canada,2010
21299,28-MAR-2010,Beech 200C Super King Air,Aircraft Leasing Services,0.0,Wajir Airport (WJR),Kenya,2010
21300,30-MAR-2010,Antonov An-74,Polartrans,0.0,Ivanovo-Severny ...,Russia,2010
21301,01-APR-2010,Learjet 25XR,Aero Ermes,0.0,Huatulco-BahAas...,Mexico,2010
21302,10-APR-2010,Tupolev Tu-154M,Polish AF,96.0,near Smolensk Air Base,Russia,2010
21303,12-APR-2010,Rockwell T-39N Sabreliner,US Navy,4.0,"near Morganton, Fanni...",USA,2010
21304,12-APR-2010,DHC-6 Twin Otter 300,Kenn Borek Air,0.0,"Melville Island, NU",Canada,2010
21305,13-APR-2010,Boeing 737-322,Merpati Nusantara,0.0,Manokwari-Rendan...,Indonesia,2010
21307,13-APR-2010,Airbus A330-342,Cathay Pacific,0.0,Hong Kong-Chek L...,Hong Kong,2010
21308,15-APR-2010,Antonov An-2,private,0.0,near Saransk,Russia,2010
21309,19-APR-2010,DHC-6 Twin Otter 300,Nepal Airlines,0.0,Kangel Danda Air...,Nepal,2010
21310,21-APR-2010,Antonov An-12BP,"Almaty Aviation, op.for Interisland Airlines",3.0,"Barangay Laput, ...",Philippines,2010
21311,26-APR-2010,Beech B200 King Air,Air AlizA,0.0,Nadi Internation...,Fiji,2010
21312,27-APR-2010,Beech 200 Super King Air,Trans HAlicoptA re Service,0.0,Arlit Airport (RLT),Niger,2010
21314,05-MAY-2010,Embraer EMB-145LR (ERJ-145LR),SATENA,0.0,MitAo-Fabio Albe...,Colombia,2010
21315,06-MAY-2010,Antonov An-2R,IE Batak SG,0.0,near Goryachy Klyuch,Russia,2010
21316,06-MAY-2010,Lockheed Hercules C.3A (C-130K),RAF,0.0,Brize Norton RAF...,U.K.,2010
21317,10-MAY-2010,DHC-6 Twin Otter 300,Kenn Borek Air,0.0,"near Alert, Ellesmere...",Canada,2010
21318,12-MAY-2010,Airbus A330-202,Afriqiyah Airways,103.0,near Tripoli Internat...,Libya,2010
21320,15-MAY-2010,Antonov An-28,Blue Wing Airlines,8.0,near Poeketi,Suriname,2010
21321,16-MAY-2010,DHC-3T Vazar Turbine Otter,ArGo Airways,0.0,Biscarrosse/Pare...,France,2010
21322,17-MAY-2010,Antonov An-24V,Pamir Airways,44.0,Salang Pass,Afghanistan,2010
21323,17-MAY-2010,Beech 200 Super King Air,CSSRJ Aviation,0.0,"San Pedro, Catac...",Honduras,2010
21324,19-MAY-2010,Embraer EMB-110P Bandeirante,TAxi AAreo Weiss,0.0,near Cascavel Airport...,Brazil,2010
21325,21-MAY-2010,Beech 200 Super King Air,Grupo Chicoil,3.0,near Caxito,Angola,2010
21326,22-MAY-2010,Boeing 737-8HG (WL),Air India Express,158.0,Mangalore-Bajpe ...,India,2010
21327,??-MAY-2010,Antonov An-74-200,Ayk Avia,0.0,Kabul-Hamid Karz...,Afghanistan,2010
21328,04-JUN-2010,Lockheed L-100-30 Hercules,"National Airlines (National Air Cargo), opb Transafrik",0.0,Sharana Air Base,Afghanistan,2010
21329,06-JUN-2010,Boeing 737-4B6,RAM,0.0,Amsterdam-Schiph...,Netherlands,2010
21330,07-JUN-2010,Cessna 525 CitationJet CJ1+,JSJ Aviation Inc. Trustee / Metal Engineering,0.0,Leeds/Bradford A...,U.K.,2010
21331,10-JUN-2010,Cessna 208B Grand Caravan,Aerodiana,0.0,within Peru,Peru,2010
21332,12-JUN-2010,PZL-Mielec M28 Skytruck,Venezuela Army,3.0,"Puerta del Este,...",Venezuela,2010
21333,13-JUN-2010,Swearingen SA226-TC Metro II,West Cape Ferries,0.0,Lanseria Airport...,South Africa,2010
21334,14-JUN-2010,Cessna 208B Grand Caravan,"Grupo AAreo Xiknal, op.for Servicios AAreos Milenio",9.0,near Felipe Carrillo ...,Mexico,2010
21335,15-JUN-2010,Cessna 550B Citation Bravo,Prince Aviation,0.0,Brac Airport (BWK),Croatia,2010
21336,15-JUN-2010,Let L-410MU,Safe Air Company,0.0,Shabunda,D.R. Congo,2010
21337,16-JUN-2010,Embraer EMB-145LR (ERJ-145LR),"United Express, opb Trans States Airlines",0.0,Ottawa/Macdonald...,Canada,2010
21338,17-JUN-2010,Cessna 208 Caravan I,V1 Jet Management,0.0,Little Peconic B...,USA,2010
21339,18-JUN-2010,Dassault Falcon 20F,Peruvian AF,0.0,near Chiclayo-Capitan...,Peru,2010
21340,18-JUN-2010,Airbus A321-131,Lufthansa,0.0,Praha-Ruzyne Int...,Czech Rep.,2010
21341,18-JUN-2010,Boeing 737-8BK (WL),SunExpress,0.0,Praha-Ruzyne Int...,Czech Rep.,2010
21342,19-JUN-2010,Douglas DC-3C,Air Service Berlin,0.0,Berlin-SchAnefe...,Germany,2010
21343,19-JUN-2010,CASA C-212-CB Aviocar 100,AAro-Service,11.0,near Mintom,Cameroon,2010
21344,19-JUN-2010,Boeing 737-832 (WL),Delta Air Lines,0.0,New York-John F....,USA,2010
21345,21-JUN-2010,DC-9-82 (MD-82),Hewa Bora Airways,0.0,Kinshasa-N'Djili...,D.R. Congo,2010
21346,23-JUN-2010,Beech A100 King Air,AAropro,7.0,near QuAbec City Jea...,Canada,2010
21347,24-JUN-2010,Antonov An-2R,Flamingo,2.0,"Sarybulak, North...",Kazakhstan,2010
21348,26-JUN-2010,Lockheed P-2E Neptune,"Neptune Aviation Services, opf",0.0,Broomfield-Rocky...,USA,2010
21349,27-JUN-2010,Antonov An-2R,Vladimir Aviation Forest Protection,0.0,"near Voznesenskoye, N...",Russia,2010
21350,30-JUN-2010,Beech RC-12K Huron,US Army,0.0,near Wiesbaden AFB (WIE),Germany,2010
21351,05-JUL-2010,Antonov An-2T,Romanian AF,12.0,Tuzla Airfield,Romania,2010
21352,17-JUL-2010,Boeing 747-306M,"Saudi Arabian, lsf Phuket Airlines",0.0,Cairo Internatio...,Egypt,2010
21353,18-JUL-2010,ATR 72-212A (ATR 72-500),Cebu Pacific Air,0.0,Manila-Ninoy Aqu...,Philippines,2010
21354,20-JUL-2010,Fokker F-27 Friendship 600,Air Kasai,0.0,Lubumbashi-Luano...,D.R. Congo,2010
21355,21-JUL-2010,Antonov An-12BK,Khabarovsk Avia,0.0,Keperveyem Airport,Russia,2010
21356,27-JUL-2010,MD-11F,Lufthansa Cargo,0.0,Riyadh-King Khal...,Saudi Arabia,2010
21357,27-JUL-2010,Raytheon 390 Premier IA,Roush Fenway Racing,0.0,Oshkosh-Wittman ...,USA,2010
21358,27-JUL-2010,Gulfstream G-IV,"Thomas H Lee Management Co, LLC",0.0,New York-John F....,USA,2010
21359,28-JUL-2010,Airbus A321-231,Airblue,152.0,near Islamabad-Benazi...,Pakistan,2010
21360,28-JUL-2010,C-17A Globemaster III,USAF,4.0,near Anchorage-Elmend...,USA,2010
21361,28-JUL-2010,Boeing 737-7L9 (WL),"Mauritania Airways, lsf Tunis Air",0.0,Conakry Internat...,Guinea,2010
21362,28-JUL-2010,Antonov An-12BP,Unknown,0.0,"FOB Dwyer, Helma...",Afghanistan,2010
21363,31-JUL-2010,Convair CV-580 Airtanker,Conair Aviation,2.0,"near Lytton, BC",Canada,2010
21364,01-AUG-2010,Fairchild C-123K Provider,All West Freight,3.0,"Mount Healy, nea...",USA,2010
21365,03-AUG-2010,Antonov An-24RV,Katekavia,12.0,near Igarka Airport (...,Russia,2010
21366,03-AUG-2010,Antonov An-2R,private,0.0,near Kumushkino,Ukraine,2010
21367,08-AUG-2010,ATR 42-300,Danu Oro Transportas,0.0,Pori Airport (POR),Finland,2010
21368,09-AUG-2010,DHC-3T Texas Turbine Otter,GCI Communication Corp.,5.0,"near Aleknagik, AK",USA,2010
21369,12-AUG-2010,Learjet 55C,OceanAir TAxi AAreo,0.0,Rio de Janeiro-S...,Brazil,2010
21370,12-AUG-2010,Airbus A319-111,Azerbaijan Airlines,0.0,Istanbul-AtatA14r...,Turkey,2010
21371,13-AUG-2010,Dassault Falcon 50,Natixis Lease,0.0,Paris-Le Bourget...,France,2010
21372,16-AUG-2010,Boeing 737-73V (WL),AIRES Colombia,2.0,San Andres Islan...,Colombia,2010
21373,24-AUG-2010,Embraer ERJ-190,Henan Airlines,44.0,near Yichun Lindu Air...,China,2010
21374,24-AUG-2010,Dornier 228-101,Agni Air,14.0,"near Bastipur, Shikha...",Nepal,2010
21375,25-AUG-2010,Let L-410UVP-E20C,Filair,20.0,near Bandundu Airport...,D.R. Congo,2010
21376,25-AUG-2010,Embraer EMB-145LU (ERJ-145LU),Passaredo Linhas AAreas,0.0,VitA3ria da Conq...,Brazil,2010
21377,25-AUG-2010,Antonov An-26B,EXIN,0.0,Tallinn-Alemist...,Estonia,2010
21379,26-AUG-2010,Fokker 100,Iran Aseman Airlines,0.0,Tabriz Airport (...,Iran,2010
21380,31-AUG-2010,Cessna 550 Citation II,Trans Air,4.0,Misima Island Ai...,P.N. Guinea,2010
21381,03-SEP-2010,Boeing 747-44AF (SCD),UPS,2.0,near Dubai Airport (DXB),U.A.E.,2010
21382,03-SEP-2010,Canadair CL-415,"Civil Protection Department, op.for SOREM",0.0,near Sperlonga,Italy,2010
21383,05-SEP-2010,Cessna 208B Grand Caravan,Tropic Airlines,0.0,Anse-Bertrand,Guadeloupe,2010
21384,07-SEP-2010,Tupolev Tu-154M,Alrosa Mirny Air Enterprise,0.0,Izhma Airport,Russia,2010
21385,07-SEP-2010,Beech 300 King Air 350,Colombian AF,6.0,"near Uribe, Meta",Colombia,2010
21386,13-SEP-2010,ATR 42-320,Conviasa,17.0,near Puerto Ordaz Air...,Venezuela,2010
21387,15-SEP-2010,DHC-8-103B,WiderA es Flyveselskap,0.0,SandnessjA en-St...,Norway,2010
21388,22-SEP-2010,Beech B100 King Air,Max Aviation,0.0,Montmagny Airpor...,Canada,2010
21389,24-SEP-2010,Airbus A319-132,Windjet,0.0,Palermo-Punta Ra...,Italy,2010
21390,01-OCT-2010,Cessna 550 Citation II,Colnan,0.0,Manteo-Dare Coun...,USA,2010
21391,02-OCT-2010,Cessna 208B Grand Caravan,Veltal-Avia,0.0,"near Kirensk, Irkutsk...",Russia,2010
21392,03-OCT-2010,Boeing 767-324ER (WL),Thomson Airways,0.0,Bristol Airport ...,U.K.,2010
21393,06-OCT-2010,Cessna 501 Citation I/SP,Aviones Taxi AIFE,8.0,near Coatzacoalcos,Mexico,2010
21394,12-OCT-2010,Lockheed L-100-20 Hercules,"National Airlines (National Air Cargo), opb Transafrik",8.0,near Kabul Airport (KBL),Afghanistan,2010
21395,16-OCT-2010,Harbin Yunshuji Y-12 II,Zambian Air Force,0.0,Mukinge Airport,Zambia,2010
21396,21-OCT-2010,Let L-410UVP,TRACEP-Congo Aviation,2.0,near Bugulumisa,D.R. Congo,2010
21397,24-OCT-2010,Antonov An-2T,Paracaidismo Casares,0.0,"near Santa Isabel, PA",Argentina,2010
21398,25-OCT-2010,Beech 100 King Air,Kenn Borek Air,1.0,Kirby Lake Airpo...,Canada,2010
21399,27-OCT-2010,PZL-Mielec M28-05PI Skytruck,Indonesian Police,5.0,near Wami,Indonesia,2010
21400,31-OCT-2010,Airbus A310-304 (F),THY,0.0,Casablanca-Moham...,Morocco,2010
21401,02-NOV-2010,Boeing 737-4Y0,Lion Air,0.0,Pontianak-Supadi...,Indonesia,2010
21402,04-NOV-2010,ATR 72-212,Aerocaribbean,68.0,"near Guasimal, Sancti...",Cuba,2010
21403,04-NOV-2010,Airbus A380-842,Qantas,0.0,near Batam Island,Indonesia,2010
21404,04-NOV-2010,DHC-6 Twin Otter 300,"Kenn Borek Air, op.for Aklak Air",0.0,Inuvik-Mike Zubk...,Canada,2010
21405,04-NOV-2010,Beech B99,"Kenn Borek Air, op.for Aklak Air",0.0,Inuvik-Mike Zubk...,Canada,2010
21406,04-NOV-2010,Beech A100 King Air,"Kenn Borek Air, op.for Aklak Air",0.0,Inuvik-Mike Zubk...,Canada,2010
21407,05-NOV-2010,Beech 1900C-1,JS Air,21.0,near Karachi-Jinnah I...,Pakistan,2010
21408,05-NOV-2010,Fairchild SA227-AC Metro III,LC Busre,0.0,HuAnuco-AlfAre...,Peru,2010
21409,06-NOV-2010,Douglas DC-3C,LASER,0.0,Guerima Airport,Colombia,2010
21410,07-NOV-2010,Canadair Challenger 604,Aviation Enterprises,0.0,Indianapolis Int...,USA,2010
21411,09-NOV-2010,Shorts SC.7 Skyvan 3-100,Guyana AF,0.0,Georgetown-Chedd...,Guyana,2010
21412,11-NOV-2010,Antonov An-24B,Tarco Air,6.0,Zalingei Airport,Sudan,2010
21413,13-NOV-2010,Swearingen SA227-AC Metro III,LC Busre,0.0,Andahuaylas Airp...,Peru,2010
21414,15-NOV-2010,CASA C-212 Aviocar 400,Skytraders,0.0,Bunger Hills,Antarctica,2010
21415,17-NOV-2010,Learjet 25B,Premier Jets,0.0,Portland-Hillsbo...,USA,2010
21416,18-NOV-2010,Lockheed C-130H Hercules,Yemen AF,0.0,Sana'a Internati...,Yemen,2010
21417,19-NOV-2010,Cessna 501 Citation I/SP,Frandley Aviation Partnership,0.0,Birmingham Inter...,U.K.,2010
21418,19-NOV-2010,Lockheed C-130H-30 Hercules,Algerian AF,0.0,Paris-Le Bourget...,France,2010
21419,24-NOV-2010,Antonov An-32B,Mexican AF,5.0,Monterrey-Genera...,Mexico,2010
21420,26-NOV-2010,Boeing 747-430,Lufthansa,0.0,Frankfurt Intern...,Germany,2010
21422,03-DEC-2010,Beech 1900C-1,Kaya Airlines,0.0,near Maputo Internati...,Mozambique,2010
21423,04-DEC-2010,Tupolev Tu-154M,Dagestan Airlines,2.0,Moskva-Domodedov...,Russia,2010
21424,07-DEC-2010,Dassault Falcon 20F-5B,La Estrella S.A. CompaAAa de Seguros de Retiro,0.0,San Fernando Air...,Argentina,2010
21425,08-DEC-2010,BN-2T Islander,"Ministry of Marine, Fisheries and Merchant Navy",5.0,near Demnate,Morocco,2010
21426,09-DEC-2010,Boeing 737-4U3,Garuda,0.0,Jakarta-Soekarno...,Indonesia,2010
21427,14-DEC-2010,Antonov An-24RV,Nordavia,0.0,Rogachevo Air Base,Russia,2010
21428,15-DEC-2010,DHC-6 Twin Otter 310,Tara Air,22.0,near Sri Chaur Villag...,Nepal,2010
21429,17-DEC-2010,Airbus A330-243,MEA,0.0,Paris-Charles de...,France,2010
21430,18-DEC-2010,Swearingen SA226-TC Metro II,Perimeter Airlines,0.0,Sanikiluaq Airpo...,Canada,2010
21431,19-DEC-2010,Hawker Beech 390 Premier IA,Windrose Air,2.0,near St. Moritz-Samed...,Switzerland,2010
21432,20-DEC-2010,Antonov An-2P,2nd Sverdlovsk Aviation Enterprise,0.0,Uktus Airport,Russia,2010
21433,20-DEC-2010,Antonov An-2TP,2nd Sverdlovsk Aviation Enterprise,0.0,Uktus Airport,Russia,2010
21434,28-DEC-2010,Antonov An-22A,Russian AF,12.0,"near Krasny Oktyabr, ...",Russia,2010
21435,??-???-2010,Rockwell Sabreliner 75A,First Sabre S.A.,0.0,Nassau Internati...,Bahamas,2010
21436,01-JAN-2011,Tupolev Tu-154B-2,Kolavia,3.0,Surgut Airport (...,Russia,2011
21437,03-JAN-2011,Beech B200 King Air,Saskatchewan Gvt.,0.0,Maple Creek Airp...,Canada,2011
21438,03-JAN-2011,Boeing 737-823 (WL),American Airlines,0.0,Los Angeles Inte...,USA,2011
21439,05-JAN-2011,Boeing 737-8F2 (WL),THY,0.0,Istanbul AtatA14r...,Turkey,2011
21440,06-JAN-2011,Learjet 35A,Priester Aviation,0.0,Springfield-Abra...,USA,2011
21441,06-JAN-2011,Cessna 208B Grand Caravan,Hageland Aviation Services,0.0,"Kipnuk Airport, ...",USA,2011
21442,07-JAN-2011,Beech B200 Super King Air,GCE Bail SA,0.0,"Montpellier, Lan...",France,2011
21443,09-JAN-2011,Boeing 727-286,Iran Air,78.0,near Urmia (Orumiyeh)...,Iran,2011
21444,10-JAN-2011,Airbus A320-216,AirAsia,0.0,Kuching Airport ...,Malaysia,2011
21445,10-JAN-2011,Boeing 737-2T5,Safair,0.0,Hoedspruit AFB (...,South Africa,2011
21446,14-JAN-2011,Beech B200 Super King Air,CMN Construtora Meio Norte,6.0,"near Senador Canedo, GO",Brazil,2011
21447,17-JAN-2011,DHC-3T Vazar Turbine Otter,Liard Air,0.0,Muncho Lake/Mile...,Canada,2011
21448,17-JAN-2011,Convair CV-340-71,Tiger Contract Cargo,0.0,Saint Thomas-Cyr...,U.S. Virgin Isl.,2011
21449,19-JAN-2011,Cessna 208B Grand Caravan,Airworks,0.0,Tharjath Airstrip,South Sudan,2011
21450,20-JAN-2011,DHC-6 Twin Otter 300,Ecuador Air Force,6.0,El Capricho area,Ecuador,2011
21451,27-JAN-2011,Fokker F-27 Friendship 500CRF,Fly540,0.0,Nairobi-Wilson A...,Kenya,2011
21452,30-JAN-2011,Gulfstream G-IV,Prime Aviation,0.0,Papeete-Faaa Air...,French Polynesia,2011
21453,04-FEB-2011,Raytheon Hawker 850XP,Sky Lounge Services,7.0,Sulaymaniyah Int...,Iraq,2011
21454,09-FEB-2011,Beech 1900D,Wasaya Airways,0.0,Kasabonika Airpo...,Canada,2011
21455,10-FEB-2011,Fairchild SA227-BC Metro III,"Flightline, op.for Manx2",6.0,Cork Airport (ORK),Ireland,2011
21456,12-FEB-2011,CASA/Nurtanio NC-212 Aviocar,Sabang Merauke Raya Air Charter,5.0,near Tanjung Pinang-K...,Indonesia,2011
21457,14-FEB-2011,Let L-410UVP-E20,Central American Airways,14.0,El Espino,Honduras,2011
21458,14-FEB-2011,Let L-410UVP,African Air Services Commuter,2.0,Mont Biega,D.R. Congo,2011
21459,14-FEB-2011,Gulfstream G-V-SP (G550),Gulfstream Aerospace,0.0,Appleton-Outagam...,USA,2011
21460,16-FEB-2011,Cessna 525 CitationJet CJ1+,Swiss Private Aviation,0.0,Grenchen Airport...,Switzerland,2011
21461,16-FEB-2011,Boeing 747-368,Saudi Arabian,0.0,Madinah-Mohammad...,Saudi Arabia,2011
21462,18-FEB-2011,Learjet 24,Rutas Aereas Mayas,2.0,Pachuca-Ingenier...,Mexico,2011
21463,21-FEB-2011,ATR 72-212,TRIP Linhas AAreas,0.0,Altamira Airport...,Brazil,2011
21464,27-FEB-2011,Fairchild SA227-DC Metro 23,LAnea AArea Amaszonas,0.0,La Paz-El Alto A...,Bolivia,2011
21465,02-MAR-2011,Swearingen SA227-AC Metro III,"North Flying, op.for Air Norway",0.0,Oslo-Gardermoen ...,Norway,2011
21466,02-MAR-2011,Cessna S550 Citation S/II,GIO Business Aviation,0.0,Forli Airport (FRL),Italy,2011
21467,04-MAR-2011,DHC-8-106,FlugfAlag Aslands - Air Iceland,0.0,Nuuk Airport (GOH),Greenland,2011
21468,04-MAR-2011,Learjet 25D,USMX AirLink,0.0,Houston-Intercon...,USA,2011
21469,05-MAR-2011,Antonov An-148-100E,VASO,6.0,"Garbuzovo, Belgo...",Russia,2011
21470,05-MAR-2011,Beech 200 Super King Air,Vuecorp,0.0,Union Island Air...,St. Vincent,2011
21471,08-MAR-2011,DHC-6 Twin Otter 100,Desert Sand Aircraft Leasing,2.0,near Clayton County A...,USA,2011
21472,10-MAR-2011,Fairchild SA227-AC Metro III,Ameriflight,0.0,Seattle-Boeing F...,USA,2011
21473,11-MAR-2011,Beech 300 King Air 350,Japan Coast Guard,0.0,Sendai Airport (...,Japan,2011
21474,11-MAR-2011,Cessna 208 Caravan I,Kyoritsu Air Survey,0.0,Sendai Airport (...,Japan,2011
21475,11-MAR-2011,Cessna 208 Caravan I,Tokyo Century Lease,0.0,Sendai Airport (...,Japan,2011
21476,11-MAR-2011,Cessna 208B Grand Caravan,MAF,0.0,Mulia Airport (LII),Indonesia,2011
21477,11-MAR-2011,Beech 300LW Super King Air,Japan Digital Laboratory,0.0,Sendai Airport (...,Japan,2011
21478,12-MAR-2011,Bombardier Challenger 300,Tri Marine Management Co.,0.0,"Iqaluit Airport,...",Canada,2011
21479,14-MAR-2011,Eclipse 500,Liebherr-GeschAftsreiseflugzeug,0.0,Saanen Airfield,Switzerland,2011
21480,16-MAR-2011,Beech 200 Super King Air,Carde Equipment Sales,5.0,Long Beach Munic...,USA,2011
21481,17-MAR-2011,Yakovlev Yak-40,Air Libya,0.0,Benghazi-Benina ...,Libya,2011
21482,17-MAR-2011,Yakovlev Yak-40KD,Air Libya,0.0,Benghazi-Benina ...,Libya,2011
21483,17-MAR-2011,Boeing 737-2D6,Air Libya,0.0,Benghazi-Benina ...,Libya,2011
21484,17-MAR-2011,Ilyushin Il-76TD,Buraq Air,0.0,Tripoli Aiport (...,Libya,2011
21485,20-MAR-2011,Convair CV-580F,Nolinor Aviation,0.0,Seattle-Boeing F...,USA,2011
21487,22-MAR-2011,Airbus A300F4-622R,UPS,0.0,Albuquerque Inte...,USA,2011
21488,23-MAR-2011,Dassault Falcon 100,Aviation Transport Solutions,0.0,Jeffersonville-C...,USA,2011
21489,28-MAR-2011,Cessna 550 Citation II,Zhong Fei General Aviation Co.,3.0,"Manas County, Hu...",China,2011
21490,30-MAR-2011,Antonov An-2R,Mykolayiv-Aero,0.0,"near Dibrova, Zhytomy...",Ukraine,2011
21491,31-MAR-2011,DHC-3T Texas Turbine Otter,Black Sheep Aviation & Cattle Co.,1.0,"near Mayo, YT",Canada,2011
21492,01-APR-2011,Boeing 737-3H4 (WL),Southwest Airlines,0.0,Yuma Internation...,USA,2011
21493,01-APR-2011,CASA C-212-CC40 Aviocar 200,Fugro Aviation Canada,1.0,near Saskatoon Airpor...,Canada,2011
21494,02-APR-2011,Gulfstream G650,Gulfstream Aerospace,4.0,Roswell Internat...,USA,2011
21495,04-APR-2011,Canadair CRJ-100ER,"Georgian Airways, op.for UN",32.0,Kinshasa-N'Djili...,D.R. Congo,2011
21496,09-APR-2011,Rockwell Sabreliner 60,Sabre 60 Jet,0.0,Fort Lauderdale-...,USA,2011
21497,10-APR-2011,Boeing 777-333ER,Air Canada,0.0,Paris-Charles de...,France,2011
21498,11-APR-2011,Antonov An-2TP,Vertol Systems Company,0.0,"near Loxley, AL",USA,2011
21499,13-APR-2011,Airbus A330-203,Air France,0.0,Caracas-SimA3n B...,Venezuela,2011
21500,16-APR-2011,Yakovlev Yak-40K,Petropavlovsk-Kamchatsky Air Ent.,0.0,Ust-Kamchatsk Ai...,Russia,2011
21501,16-APR-2011,BN-2A-27 Islander,FlyMontserrat,0.0,Montserrat-John ...,Montserrat,2011
21502,17-APR-2011,Boeing 777-F6N,China Cargo Airlines,0.0,KA benhavn-Kastr...,Denmark,2011
21503,25-APR-2011,Lockheed C-130E Hercules,USAF,0.0,Jacksonville-Lit...,USA,2011
21504,25-APR-2011,Lockheed C-130E Hercules,USAF,0.0,Jacksonville-Lit...,USA,2011
21505,26-APR-2011,Cessna 208B Super Cargomaster,Martinaire,0.0,El Paso Internat...,USA,2011
21506,28-APR-2011,Embraer EMB-145EP (ERJ-145EP),Dniproavia,0.0,Moskva-Sheremety...,Russia,2011
21507,04-MAY-2011,Cessna 208B Grand Caravan,Northeast Shuttles,0.0,Lengpui Airport ...,India,2011
21508,05-MAY-2011,BAe-125-700A,JODA,0.0,Loreto Airport (...,Mexico,2011
21509,07-MAY-2011,Xian MA60,Merpati Nusantara,25.0,near Kaimana-Utarom A...,Indonesia,2011
21510,10-MAY-2011,Fokker 50,CityJet,0.0,Rotterdam/The Ha...,Netherlands,2011
21511,16-MAY-2011,Beech B200 Super King Air,North Slope Borough,0.0,"near Atqasuk, AK",USA,2011
21512,17-MAY-2011,Antonov An-2R,private,0.0,Sofiyivka Ipatov...,Russia,2011
21513,18-MAY-2011,Saab 340A,SOL LAneas AAreas,22.0,"near Prahuaniyeu, RN",Argentina,2011
21514,18-MAY-2011,Boeing 707-321B,Omega Air Refueling,0.0,Port Hueneme-Poi...,USA,2011
21515,23-MAY-2011,Cessna 208B Grand Caravan,MEGA Linhas AAreas,0.0,Barra do Vento A...,Brazil,2011
21516,25-MAY-2011,Embraer Phenom 100,JetSuite,0.0,"Sedona Airport, ...",USA,2011
21517,28-MAY-2011,DHC-3T Vazar Turbine Otter,Alaska West Air,0.0,"near Bettles Field, AK",USA,2011
21518,01-JUN-2011,Eclipse 500,Private,0.0,"Nome Airport, AK...",USA,2011
21519,06-JUN-2011,Antonov An-26,"DHL Aviation, opb Solenta Aviation",0.0,near Libreville Airpo...,Gabon,2011
21520,08-JUN-2011,CASA CN-235M-200,Ecuador Navy,0.0,Manta Airport (MEC),Ecuador,2011
21521,08-JUN-2011,BN-2B-26 Islander,OLT,0.0,Helgoland Airpor...,Germany,2011
21522,09-JUN-2011,Cessna 208 Caravan I,Air Labrador,0.0,Postville Airpor...,Canada,2011
21523,12-JUN-2011,Douglas DC-6BF,Universal Airlines,0.0,Cold Bay Airport...,USA,2011
21524,15-JUN-2011,Beech A100 King Air,Dynamic Avlease,0.0,"near Gray, TN",USA,2011
21525,15-JUN-2011,Cessna 525A CitationJet CJ2,Deer Horn Aviation,0.0,Nashville-John C...,USA,2011
21526,17-JUN-2011,Antonov An-2T,DOSAAF,0.0,Vladikavkaz Airp...,Russia,2011
21527,17-JUN-2011,Dassault Falcon 10,Skycharter,0.0,Toronto-Buttonvi...,Canada,2011
21528,20-JUN-2011,Tupolev Tu-134A-3,"RusAir, op.for RusLine",47.0,near Petrozavodsk Air...,Russia,2011
21529,24-JUN-2011,Antonov An-2R,Avialesookhrana,0.0,"near Beregovoy, Amur ...",Russia,2011
21530,04-JUL-2011,Cessna 208B Grand Caravan,Missinippi Airways,1.0,Pukatawagan Airp...,Canada,2011
21531,06-JUL-2011,Ilyushin Il-76TD,Silk Way,9.0,near Bagram Air Base ...,Afghanistan,2011
21532,08-JUL-2011,Boeing 727-22 (WL),Hewa Bora Airways,77.0,Kisangani-Bangok...,D.R. Congo,2011
21533,09-JUL-2011,Antonov An-2TP,Aeroklub Kielecki,0.0,Kielce-MaslA3w A...,Poland,2011
21534,10-JUL-2011,BAe-125-700B,Associated Aviation,0.0,Benin City Airpo...,Nigeria,2011
21535,11-JUL-2011,Antonov An-24RV,Angara Airlines,7.0,near Strezhevoy,Russia,2011
21536,11-JUL-2011,DHC-6 Twin Otter 310,Trans Maldivian Airways,0.0,Biyaadhoo Traini...,Maldives,2011
21537,12-JUL-2011,Learjet 35,Robinson Air Crane,0.0,Opa-locka Execut...,USA,2011
21538,13-JUL-2011,Let L-410UVP-E20,NOAR Linhas AAreas,16.0,near Recife-Guararape...,Brazil,2011
21539,14-JUL-2011,ATR 72-202,Eurolot,0.0,Warszawa-FrAdA...,Poland,2011
21540,14-JUL-2011,Cessna 560XL Citation XLS,Bristow Helicopters,0.0,Port Harcourt Ai...,Nigeria,2011
21541,14-JUL-2011,Boeing 767-332ER (WL),Delta Air Lines,0.0,Boston-Logan Int...,USA,2011
21542,14-JUL-2011,Canadair CRJ-900ER,"Delta Connection, opb ASA",0.0,Boston-Logan Int...,USA,2011
21543,17-JUL-2011,ATR 72-212,"Air Contractors, op.for Aer Arann",0.0,Shannon Airport ...,Ireland,2011
21544,23-JUL-2011,Cessna 208 Caravan I,South African AF,0.0,"Kei Mouth, Easte...",South Africa,2011
